lag_s,CL->FGBS,CL->FGBM,CL->FGBL,CL->FGBX,CL->FBTP,CL->FOAT,FESX->FGBS,FESX->FGBM,FESX->FGBL,FESX->FGBX,FESX->FBTP,FESX->FOAT,ZN->FGBS,ZN->FGBM,ZN->FGBL,ZN->FGBX,ZN->FBTP,ZN->FOAT
-18,0.00022417474938938236,-6.61114317594487e-05,-0.00024378080556837435,-0.00020475854161657503,0.00016757364732015564,0.00018572707519470268,-1.0717343101952957e-05,0.0001944840296997119,8.927676211510126e-05,0.00010387318532311079,0.0003700097240509736,0.00012318058148262585,0.00017319535993902025,0.0004902710997518128,0.0006366560926376354,-0.00037994314400468057,0.00032182472430941796,0.00035860034757427344
-17,-0.0003096663435586435,-0.00016115394993348212,-0.0002531182079914277,-0.0004506741880576743,-0.0005494128037937492,-0.0002955648648242348,-3.9526109069426526e-05,0.00024049254311634294,0.0005235776869676292,-0.0003192220844194117,0.00013246304653211435,-0.0001459258192493824,-0.00038733483282192343,0.00021323519148226525,-0.00011300313700607065,0.0005490255447128037,-0.0002584977916581183,0.0007336226007106038
-16,-0.0002630933963215675,-0.0002524138812801134,-0.0004102878427150588,-0.000335715602910472,-0.0003345066213226284,0.00020428948655029864,-1.7523674635273006e-06,0.0006976926108560275,0.0007330566068518065,-7.40931864008951e-05,0.00036292306176524024,0.0003924489086050658,-0.0005232534728668095,0.0009998956655930837,0.001000798356290002,-3.3411090357261215e-06,0.00015254759816972773,0.00047155327674183956
-15,-0.00022534787624576546,-4.4886649107757816e-05,5.4453962953678786e-05,0.0004673430340106711,-0.0004713387032739026,0.00024038327986169292,0.0003726101037800702,-0.00020363543138016314,-0.0008419220887244472,-1.342992601716714e-05,-8.799272630215212e-05,-0.00011745656953493866,0.0008219713985268082,-0.0007836585452221381,0.00023425543425950967,0.0008874116301945156,0.000835852901240505,-8.334740158768963e-05
-14,0.00035544038320960077,-0.00010847521980497988,-0.0005982985775487848,-0.0006167783910137814,0.00040200274668147494,-0.0006403877787466394,0.00030497588289680945,0.0003085820837020483,5.8702335581852916e-05,0.0011541382761987935,9.348708574120845e-05,0.00030433783585028234,0.00015516355049193377,0.001747488910755201,0.000825379364804082,-0.00026460623241750014,0.0005917161867192436,-8.198500418165449e-05
-13,-0.00018580618395779025,-0.0004060392410228655,-0.000631567801835396,-0.0004556136839676959,-0.00109065327757044,-0.001033630481771187,-8.588480357609567e-05,0.0003020106179274741,0.00039777581636054335,-0.00011289586394494623,0.0007984754308839624,0.0011915191865070596,0.000860376563046108,0.0009450076430743251,0.0008610346305739585,0.0007899535419706256,0.0010975154562085539,0.001063971828902034
-12,-8.690245790469206e-05,-0.000272443653498361,-0.00014631815184524535,0.0008677173937655501,-0.000311630636464464,-0.00014201964538736718,-0.0003164268341586311,0.0004032580036452382,0.000506752092976924,-7.26486626684535e-05,4.861314599953764e-05,0.0003236904655130728,0.0006153170427544044,0.0001537623060872474,0.0008196635331951103,0.00016597211616334263,0.00045473538485216403,0.0008248935593295437
-11,9.502152620784925e-05,-0.00011884162399897753,-0.0004938463730231566,-0.0010405955833545657,-0.0006686788302347491,-0.00045049884950249956,0.0004363386528022352,1.3218617605129534e-05,0.00037459893132213705,0.0006006871505838274,0.0007404647364956423,6.899089135508263e-05,-0.0004409480901801567,0.0008985820924184967,0.0015097563718599167,0.0013682279800995825,0.0015667781777926595,0.0010457150017449907
-10,-0.0007056898475514613,-0.0002448968363494908,-0.0011248684175760376,-0.0008636289807440539,-0.0005759192577343164,-0.00034193822564172245,0.0005851143848005973,-8.538554221060406e-05,0.00011639575260308956,0.00011372368152270272,0.0008729453100154482,0.0006328583305033827,0.0006025125619040551,0.00029349903131991613,0.0010959455064465159,0.0008790567223564243,0.0001421579962823969,0.0004886487304743151
-9,-0.0002121604380491811,-0.0017485212744649985,-0.0009639150968390416,-0.0010789349226612232,-0.000767983137384951,-0.00024492470958895263,-0.0005170518175869514,9.498714156418685e-05,0.0006153164923382141,0.00037939952350495834,0.0008640331265181403,0.0012651566779158694,1.7199680631117926e-05,0.0011546307718935554,0.0011048513408686575,0.0013298754300758396,0.0013542989416680954,0.001562074688419934
